alert_id,district_id,alert_date,alert_type,severity,previous_risk_score,previous_risk_level,cases_estimated,response_delay_hours,anomaly_score,alert_status
349,20,2024-09-28,vector_borne_disease,low,0.17,low,10,26.4,0.06,monitored
350,20,2024-12-11,heat_wave,low,0.233,low,15,20.2,0.159,monitored
351,21,2020-10-15,vector_borne_disease,low,0.386,low,93,16.7,0.41,resolved
352,21,2020-11-17,heat_wave,low,0.37,low,96,12.6,0.353,resolved
353,21,2021-06-10,flood,low,0.158,low,30,26.6,0.0,resolved
354,21,2021-08-28,flood,low,0.24,low,56,31.3,0.118,resolved
355,21,2021-10-23,vector_borne_disease,low,0.373,low,78,12.6,0.353,resolved
356,21,2022-01-09,heat_wave,low,0.289,low,75,17.4,0.212,resolved
357,21,2022-02-06,heat_wave,low,0.178,low,26,22.4,0.029,monitored
358,21,2022-02-08,heat_wave,low,0.229,low,47,27.5,0.131,monitored
359,21,2022-04-05,heat_wave,low,0.159,low,32,23.7,0.0,monitored
360,21,2022-04-26,heat_wave,low,0.149,low,13,21.8,0.0,monitored
361,21,2022-07-03,flood,low,0.156,low,29,16.4,0.0,resolved
362,21,2022-10-07,vector_borne_disease,low,0.387,low,81,23.4,0.392,resolved
363,21,2023-08-14,flood,low,0.235,low,28,17.7,0.123,resolved
364,21,2024-01-19,heat_wave,low,0.24,low,32,16.9,0.14,resolved
365,21,2024-05-23,heat_wave,low,0.149,low,38,11.3,0.0,resolved
366,21,2024-06-01,flood,low,0.154,low,14,14.3,0.0,resolved
367,21,2024-06-25,flood,low,0.149,low,31,17.3,0.0,monitored
368,21,2024-08-28,flood,low,0.26,low,30,14.3,0.168,monitored
369,21,2024-09-19,flood,low,0.274,low,36,6.1,0.217,resolved
370,21,2024-12-21,heat_wave,low,0.393,low,103,10.6,0.377,monitored
371,22,2020-04-04,heat_wave,low,0.16,low,34,21.1,0.0,resolved
372,22,2020-04-07,heat_wave,low,0.153,low,11,18.4,0.0,resolved
373,22,2020-08-07,vector_borne_disease,low,0.162,low,30,17.9,0.0,resolved
374,22,2020-11-18,heat_wave,low,0.289,low,38,34.3,0.203,monitored
375,22,2020-11-21,heat_wave,low,0.336,low,62,6.0,0.295,resolved
376,22,2021-10-19,vector_borne_disease,low,0.315,low,53,22.4,0.255,resolved
377,22,2021-11-29,heat_wave,low,0.223,low,42,7.4,0.118,monitored
378,22,2022-03-10,heat_wave,low,0.157,low,33,37.2,0.0,resolved
379,22,2022-05-08,heat_wave,low,0.141,low,18,17.0,0.0,resolved
380,22,2022-09-30,vector_borne_disease,low,0.376,low,36,20.4,0.359,monitored
381,22,2022-10-24,vector_borne_disease,low,0.301,low,54,19.5,0.265,resolved
382,22,2023-01-21,heat_wave,low,0.159,low,25,12.6,0.0,resolved
383,22,2023-04-19,heat_wave,low,0.15,low,20,22.5,0.0,resolved
384,22,2023-06-27,heat_wave,low,0.157,low,21,21.2,0.0,resolved
385,22,2023-10-16,vector_borne_disease,low,0.237,low,18,20.5,0.148,monitored
386,22,2023-10-24,vector_borne_disease,low,0.287,low,22,12.4,0.203,resolved
387,22,2024-01-29,heat_wave,low,0.16,low,16,25.8,0.0,monitored
388,22,2024-03-09,heat_wave,low,0.169,low,28,34.6,0.0,resolved
389,22,2024-08-20,vector_borne_disease,low,0.153,low,28,16.4,0.0,resolved
390,22,2024-10-08,vector_borne_disease,low,0.289,low,58,22.4,0.23,active
391,23,2020-02-13,heat_wave,low,0.3,low,138,26.6,0.1,monitored
392,23,2020-04-08,heat_wave,low,0.222,low,58,17.3,0.0,resolved
393,23,2020-04-25,heat_wave,low,0.225,low,58,21.8,0.0,monitored
394,23,2020-04-29,heat_wave,low,0.234,low,78,17.8,0.005,resolved
395,23,2020-06-19,flood,low,0.228,low,128,17.6,0.002,resolved
396,23,2020-10-08,vector_borne_disease,medium,0.47,medium,247,22.6,0.386,resolved
397,23,2020-10-19,vector_borne_disease,medium,0.508,medium,227,14.4,0.427,resolved
398,23,2020-10-31,vector_borne_disease,medium,0.501,medium,154,20.5,0.441,resolved
399,23,2021-07-25,flood,low,0.283,low,153,13.4,0.072,resolved
400,23,2021-08-20,flood,low,0.373,low,231,23.5,0.218,monitored
401,23,2021-10-01,vector_borne_disease,medium,0.531,medium,177,3.4,0.459,resolved
402,23,2021-12-28,heat_wave,medium,0.46,medium,221,19.2,0.364,resolved
403,23,2022-01-03,heat_wave,medium,0.456,medium,305,23.1,0.332,monitored
404,23,2022-02-12,heat_wave,low,0.311,low,186,6.5,0.104,resolved
405,23,2022-04-03,heat_wave,low,0.211,low,74,22.2,0.0,monitored
406,23,2022-08-03,flood,low,0.315,low,223,13.6,0.111,resolved
407,23,2022-08-31,flood,low,0.4,low,156,23.4,0.286,monitored
408,23,2022-12-16,heat_wave,medium,0.529,medium,227,25.7,0.457,monitored
409,23,2023-05-10,heat_wave,low,0.212,low,99,27.8,0.0,resolved
410,23,2023-07-07,flood,low,0.248,low,73,18.9,0.025,resolved
411,23,2023-10-31,vector_borne_disease,medium,0.504,medium,215,21.3,0.425,monitored
412,23,2023-11-02,heat_wave,medium,0.502,medium,354,16.8,0.436,resolved
413,23,2023-12-10,heat_wave,medium,0.5,medium,209,19.5,0.424,resolved
414,23,2024-01-06,heat_wave,medium,0.439,medium,306,11.8,0.329,resolved
415,23,2024-01-14,heat_wave,medium,0.415,medium,116,6.1,0.275,monitored
416,23,2024-02-21,heat_wave,low,0.295,low,151,22.0,0.095,resolved
417,23,2024-05-30,heat_wave,low,0.22,low,65,20.6,0.0,monitored
418,23,2024-09-03,flood,medium,0.43,medium,155,21.3,0.316,resolved
419,23,2024-11-24,heat_wave,medium,0.514,medium,176,15.5,0.443,active
420,23,2024-11-28,heat_wave,medium,0.491,medium,155,13.9,0.416,active
421,24,2021-04-16,heat_wave,low,0.112,low,5,23.8,0.0,resolved
422,24,2021-12-14,heat_wave,low,0.145,low,5,25.1,0.044,resolved
423,24,2022-01-15,heat_wave,low,0.179,low,6,16.3,0.096,resolved
424,24,2022-12-04,heat_wave,low,0.261,low,9,30.9,0.226,resolved
425,24,2024-10-12,vector_borne_disease,low,0.242,low,9,24.8,0.22,monitored
426,25,2020-01-26,heat_wave,low,0.267,low,68,29.4,0.186,monitored
427,25,2020-03-27,heat_wave,low,0.165,low,52,20.1,0.0,resolved
428,25,2020-10-11,vector_borne_disease,medium,0.611,medium,92,28.8,0.783,resolved
429,25,2021-05-16,heat_wave,low,0.167,low,25,14.3,0.0,resolved
430,25,2021-11-21,heat_wave,low,0.341,low,125,17.6,0.337,monitored
431,25,2022-01-20,heat_wave,low,0.274,low,95,27.0,0.201,resolved
432,25,2022-07-29,vector_borne_disease,medium,0.503,medium,200,20.2,0.601,resolved
433,25,2022-12-04,heat_wave,medium,0.677,medium,286,27.8,0.925,resolved
434,25,2022-12-14,heat_wave,medium,0.411,medium,179,11.6,0.462,resolved
435,25,2022-12-31,heat_wave,medium,0.478,medium,75,11.3,0.579,monitored
436,25,2023-03-24,heat_wave,low,0.284,low,101,11.9,0.204,monitored
437,25,2023-11-23,heat_wave,low,0.313,low,88,27.4,0.268,resolved
438,25,2024-08-15,vector_borne_disease,low,0.144,low,49,16.7,0.0,monitored
439,25,2024-08-27,vector_borne_disease,low,0.337,low,125,30.6,0.321,resolved
440,25,2024-12-22,heat_wave,medium,0.483,medium,130,24.7,0.586,active
441,26,2020-05-05,heat_wave,low,0.176,low,25,26.4,0.0,resolved
442,26,2020-06-26,heat_wave,low,0.19,low,30,20.7,0.002,monitored
443,26,2020-09-26,vector_borne_disease,low,0.354,low,101,30.7,0.322,resolved
444,26,2020-10-10,vector_borne_disease,low,0.397,low,45,37.6,0.407,resolved
445,26,2020-11-22,heat_wave,low,0.292,low,42,35.0,0.22,resolved
446,26,2021-01-09,heat_wave,low,0.3,low,32,21.3,0.228,resolved
447,26,2021-01-10,heat_wave,low,0.255,low,32,21.5,0.152,resolved
448,26,2022-08-08,vector_borne_disease,low,0.163,low,37,13.3,0.0,monitored
449,26,2022-12-02,heat_wave,medium,0.499,medium,74,26.3,0.555,resolved
450,26,2022-12-18,heat_wave,low,0.341,low,95,15.2,0.311,monitored
451,26,2024-03-03,heat_wave,low,0.163,low,39,14.5,0.0,resolved
452,26,2024-03-16,heat_wave,low,0.176,low,51,25.9,0.0,resolved
453,26,2024-04-27,heat_wave,low,0.165,low,21,7.0,0.0,monitored
454,26,2024-06-27,heat_wave,low,0.162,low,48,12.3,0.0,resolved
455,26,2024-11-24,heat_wave,medium,0.42,medium,94,8.8,0.411,monitored
456,26,2024-12-05,heat_wave,low,0.317,low,69,27.0,0.25,active
457,27,2020-01-02,heat_wave,low,0.264,low,25,12.0,0.194,resolved
458,27,2020-06-27,flood,low,0.159,low,27,16.1,0.0,monitored
459,27,2020-08-03,flood,low,0.211,low,37,14.1,0.069,monitored
460,27,2020-08-29,flood,low,0.288,low,29,12.2,0.248,resolved
461,27,2020-10-27,vector_borne_disease,low,0.379,low,48,16.7,0.381,resolved
462,27,2020-10-28,vector_borne_disease,medium,0.44,medium,41,18.5,0.482,monitored
463,27,2020-11-08,heat_wave,low,0.368,low,64,25.3,0.357,resolved
464,27,2020-12-19,heat_wave,low,0.315,low,50,17.2,0.284,monitored
465,27,2021-08-08,flood,low,0.159,low,13,11.8,0.0,monitored
466,27,2021-10-26,vector_borne_disease,low,0.392,low,64,17.8,0.397,resolved
467,27,2021-12-24,heat_wave,low,0.288,low,22,1.0,0.229,monitored
468,27,2022-07-11,flood,low,0.145,low,20,26.1,0.0,resolved
469,27,2022-09-01,flood,low,0.374,low,37,17.8,0.358,resolved
470,27,2022-10-04,vector_borne_disease,low,0.376,low,40,4.8,0.349,monitored
471,27,2022-12-16,heat_wave,medium,0.43,medium,42,16.7,0.467,resolved
472,27,2023-01-04,heat_wave,low,0.362,low,62,18.0,0.337,monitored
473,27,2023-01-05,heat_wave,low,0.258,low,49,39.7,0.175,resolved
474,27,2023-01-08,heat_wave,low,0.266,low,46,12.2,0.207,resolved
475,27,2023-06-10,flood,low,0.151,low,26,26.4,0.0,resolved
476,27,2023-07-23,flood,low,0.161,low,10,19.7,0.0,monitored
477,27,2023-08-31,flood,low,0.293,low,50,21.5,0.225,monitored
478,27,2023-11-22,heat_wave,low,0.39,low,27,22.9,0.401,resolved
479,27,2023-11-28,heat_wave,low,0.385,low,35,15.8,0.38,resolved
480,27,2024-05-19,heat_wave,low,0.14,low,10,11.9,0.0,resolved
481,27,2024-09-19,flood,low,0.385,low,27,23.7,0.393,monitored
482,27,2024-09-30,flood,low,0.349,low,56,17.2,0.328,resolved
483,27,2024-11-20,heat_wave,low,0.332,low,44,34.3,0.294,active
484,27,2024-11-30,heat_wave,low,0.311,low,25,31.5,0.266,active
485,28,2020-04-21,heat_wave,low,0.149,low,12,13.8,0.0,resolved
486,28,2020-06-03,heat_wave,low,0.13,low,12,13.9,0.0,monitored
487,28,2020-09-10,vector_borne_disease,low,0.216,low,38,33.6,0.101,resolved
488,28,2020-10-07,vector_borne_disease,low,0.24,low,33,21.2,0.178,resolved
489,28,2020-10-13,vector_borne_disease,low,0.36,low,39,10.5,0.357,resolved
490,28,2020-10-22,vector_borne_disease,low,0.289,low,23,16.9,0.251,monitored
491,28,2022-03-04,heat_wave,low,0.157,low,16,25.0,0.0,resolved
492,28,2022-04-29,heat_wave,low,0.151,low,27,22.9,0.0,monitored
493,28,2022-09-24,vector_borne_disease,low,0.275,low,27,14.1,0.222,monitored
494,28,2022-11-09,heat_wave,low,0.33,low,46,15.4,0.289,resolved
495,28,2023-10-24,vector_borne_disease,low,0.375,low,44,22.4,0.375,resolved
496,28,2023-11-26,heat_wave,low,0.247,low,41,18.6,0.17,monitored
497,28,2023-12-10,heat_wave,low,0.22,low,38,14.6,0.13,resolved
498,28,2024-04-29,heat_wave,low,0.149,low,20,24.9,0.0,resolved
499,28,2024-06-07,heat_wave,low,0.139,low,11,32.2,0.0,resolved
500,28,2024-07-07,vector_borne_disease,low,0.145,low,23,1.0,0.0,resolved
501,28,2024-09-16,vector_borne_disease,low,0.169,low,19,18.0,0.038,monitored
502,28,2024-12-07,heat_wave,low,0.233,low,23,17.5,0.138,monitored
503,28,2024-12-09,heat_wave,low,0.222,low,28,11.4,0.111,monitored
504,29,2020-03-09,heat_wave,low,0.14,low,22,18.1,0.0,resolved
505,29,2020-06-23,heat_wave,low,0.14,low,20,15.4,0.0,monitored
506,29,2020-07-24,vector_borne_disease,low,0.119,low,9,16.4,0.0,monitored
507,29,2021-05-14,heat_wave,low,0.138,low,21,28.9,0.0,monitored
508,29,2021-09-10,vector_borne_disease,low,0.214,low,16,7.5,0.145,resolved
509,29,2021-10-20,vector_borne_disease,low,0.189,low,19,18.1,0.067,monitored
510,29,2021-11-25,heat_wave,low,0.217,low,27,18.3,0.122,monitored
511,29,2021-12-08,heat_wave,low,0.253,low,29,12.8,0.189,resolved
512,29,2022-05-05,heat_wave,low,0.126,low,13,22.7,0.0,resolved
513,29,2022-07-14,vector_borne_disease,low,0.184,low,17,28.9,0.072,resolved
514,29,2022-11-09,heat_wave,low,0.254,low,25,12.6,0.173,resolved
515,29,2022-11-11,heat_wave,low,0.199,low,13,19.4,0.1,monitored
516,29,2023-04-23,heat_wave,low,0.115,low,10,11.0,0.0,monitored
517,29,2023-10-13,vector_borne_disease,low,0.165,low,17,14.6,0.043,resolved
518,29,2023-10-18,vector_borne_disease,low,0.37,low,54,22.6,0.388,resolved
519,29,2023-12-04,heat_wave,medium,0.524,medium,75,13.1,0.678,resolved
520,29,2024-03-19,heat_wave,low,0.133,low,11,28.7,0.0,resolved
521,29,2024-08-29,vector_borne_disease,low,0.37,low,54,30.6,0.387,monitored
522,29,2024-09-06,vector_borne_disease,low,0.261,low,34,17.0,0.232,resolved
523,29,2024-10-19,vector_borne_disease,low,0.134,low,15,26.9,0.0,monitored
524,29,2024-11-10,heat_wave,low,0.296,low,48,20.6,0.24,active
525,30,2020-01-27,heat_wave,low,0.172,low,6,35.9,0.049,resolved
526,30,2020-09-11,vector_borne_disease,low,0.286,low,14,23.2,0.216,resolved
527,30,2021-01-11,heat_wave,low,0.188,low,9,28.9,0.059,resolved
528,30,2021-03-11,heat_wave,low,0.137,low,5,28.7,0.0,resolved
529,30,2021-03-23,heat_wave,low,0.134,low,5,18.6,0.0,monitored
530,30,2022-03-01,heat_wave,low,0.139,low,5,34.2,0.0,monitored
531,30,2022-03-21,heat_wave,low,0.152,low,5,20.9,0.0,resolved
532,30,2022-05-06,heat_wave,low,0.136,low,5,15.0,0.0,monitored
533,30,2022-06-22,heat_wave,low,0.131,low,6,25.3,0.0,resolved
534,30,2022-08-14,vector_borne_disease,low,0.169,low,9,27.3,0.017,resolved
535,30,2022-11-27,heat_wave,low,0.212,low,11,8.8,0.13,resolved
536,30,2023-05-21,heat_wave,low,0.146,low,6,19.6,0.0,resolved
537,30,2024-01-28,heat_wave,low,0.153,low,5,18.1,0.016,resolved
538,30,2024-02-28,heat_wave,low,0.145,low,6,34.6,0.0,resolved
539,30,2024-05-05,heat_wave,low,0.152,low,5,27.8,0.0,resolved
540,30,2024-08-19,vector_borne_disease,low,0.158,low,5,10.1,0.041,monitored
541,30,2024-08-22,vector_borne_disease,low,0.225,low,5,21.3,0.119,monitored
542,30,2024-11-09,heat_wave,low,0.27,low,12,21.9,0.238,active
543,30,2024-12-31,heat_wave,low,0.209,low,7,18.8,0.111,monitored
544,31,2020-01-22,heat_wave,low,0.274,low,72,25.5,0.185,resolved
545,31,2020-02-09,heat_wave,low,0.214,low,60,17.5,0.081,resolved
546,31,2020-10-21,vector_borne_disease,low,0.366,low,127,12.1,0.352,resolved
547,31,2021-07-03,flood,low,0.168,low,21,6.0,0.0,monitored
548,31,2021-08-24,flood,low,0.272,low,92,17.4,0.178,resolved
549,31,2022-01-04,heat_wave,low,0.333,low,52,20.3,0.254,resolved
550,31,2022-03-29,heat_wave,low,0.161,low,47,26.7,0.0,monitored
551,31,2022-11-29,heat_wave,low,0.369,low,63,25.3,0.329,resolved
552,31,2023-04-26,heat_wave,low,0.135,low,20,19.3,0.0,resolved
553,31,2023-05-16,heat_wave,low,0.158,low,30,24.7,0.0,resolved
554,31,2023-09-02,flood,low,0.263,low,37,14.2,0.176,resolved
555,31,2023-11-01,heat_wave,medium,0.406,medium,63,16.3,0.379,resolved
556,31,2023-11-06,heat_wave,medium,0.415,medium,53,10.4,0.385,resolved
557,31,2023-12-13,heat_wave,low,0.371,low,102,20.1,0.335,monitored
558,31,2023-12-16,heat_wave,low,0.396,low,94,22.0,0.365,resolved
559,31,2024-09-12,flood,low,0.338,low,102,25.3,0.266,resolved
560,31,2024-09-17,flood,low,0.382,low,64,1.0,0.33,resolved
561,31,2024-10-22,vector_borne_disease,low,0.392,low,75,13.1,0.359,monitored
562,31,2024-11-22,heat_wave,low,0.365,low,84,5.8,0.31,active
563,32,2020-10-06,vector_borne_disease,low,0.301,low,125,19.1,0.129,resolved
564,32,2020-10-20,vector_borne_disease,low,0.343,low,125,9.9,0.188,monitored
565,32,2020-11-13,heat_wave,medium,0.421,medium,198,23.1,0.314,monitored
566,32,2021-01-19,heat_wave,low,0.321,low,190,11.1,0.149,resolved
567,32,2021-01-25,heat_wave,low,0.313,low,116,13.0,0.142,monitored
568,32,2021-02-06,heat_wave,low,0.251,low,148,24.2,0.019,resolved
569,32,2021-02-24,heat_wave,low,0.246,low,87,37.5,0.012,resolved
570,32,2021-05-06,heat_wave,low,0.214,low,60,2.5,0.0,resolved
571,32,2021-07-30,vector_borne_disease,low,0.231,low,72,22.7,0.004,resolved
572,32,2021-11-16,heat_wave,medium,0.454,medium,273,18.0,0.361,resolved
573,32,2021-11-22,heat_wave,medium,0.425,medium,262,10.2,0.333,resolved
574,32,2021-12-23,heat_wave,low,0.345,low,126,28.0,0.217,monitored
575,32,2022-02-15,heat_wave,low,0.228,low,93,37.3,0.002,monitored
576,32,2023-02-10,heat_wave,low,0.275,low,83,27.6,0.083,monitored
577,32,2023-03-05,heat_wave,low,0.225,low,63,1.0,0.0,resolved
578,32,2023-07-16,vector_borne_disease,low,0.225,low,58,23.3,0.0,resolved
579,32,2023-09-24,vector_borne_disease,low,0.33,low,155,20.6,0.162,resolved
580,32,2023-09-28,vector_borne_disease,low,0.362,low,151,15.3,0.269,resolved
581,32,2024-04-20,heat_wave,low,0.208,low,104,16.9,0.0,resolved
582,32,2024-08-10,vector_borne_disease,low,0.221,low,59,16.2,0.0,monitored
583,32,2024-08-29,vector_borne_disease,low,0.35,low,114,5.3,0.196,resolved
584,32,2024-10-09,vector_borne_disease,medium,0.407,medium,182,19.5,0.289,monitored
585,33,2020-01-31,heat_wave,low,0.229,low,5,23.0,0.147,resolved
586,33,2020-08-24,flood,low,0.254,low,5,21.4,0.159,resolved
587,33,2020-09-03,flood,low,0.277,low,5,4.6,0.215,monitored
588,33,2020-09-14,flood,low,0.285,low,5,13.6,0.222,monitored
589,33,2020-10-12,vector_borne_disease,low,0.344,low,5,15.1,0.326,resolved
590,33,2021-09-26,flood,low,0.325,low,5,14.5,0.271,resolved
591,33,2021-10-20,vector_borne_disease,low,0.374,low,5,26.5,0.344,resolved
592,33,2021-12-28,heat_wave,low,0.304,low,5,27.6,0.241,monitored
593,33,2022-05-25,heat_wave,low,0.137,low,5,19.0,0.0,resolved
594,33,2022-07-13,flood,low,0.14,low,5,26.5,0.0,resolved
595,33,2022-12-20,heat_wave,low,0.322,low,5,14.4,0.282,monitored
596,33,2023-06-14,flood,low,0.127,low,5,26.7,0.0,resolved
597,33,2023-09-05,flood,low,0.32,low,5,18.9,0.266,monitored
598,33,2023-10-06,vector_borne_disease,low,0.337,low,5,22.8,0.322,resolved
599,33,2023-11-11,heat_wave,low,0.347,low,5,17.5,0.328,monitored
600,33,2023-12-04,heat_wave,low,0.339,low,5,12.2,0.323,resolved
601,33,2023-12-19,heat_wave,low,0.304,low,5,30.1,0.268,resolved
602,33,2024-05-19,heat_wave,low,0.117,low,5,17.2,0.0,resolved
603,33,2024-10-13,vector_borne_disease,low,0.363,low,5,22.7,0.337,monitored
604,33,2024-11-14,heat_wave,low,0.341,low,5,22.6,0.324,monitored
605,34,2020-03-17,heat_wave,low,0.168,low,36,13.7,0.0,resolved
606,34,2020-04-01,heat_wave,low,0.162,low,43,32.0,0.0,resolved
607,34,2021-01-19,heat_wave,low,0.162,low,43,14.2,0.0,monitored
608,34,2021-06-03,heat_wave,low,0.16,low,24,10.2,0.0,resolved
609,34,2021-09-06,vector_borne_disease,low,0.29,low,81,18.0,0.204,monitored
610,34,2022-01-18,heat_wave,low,0.269,low,56,30.4,0.15,monitored
611,34,2022-04-18,heat_wave,low,0.159,low,25,15.8,0.0,resolved
612,34,2022-05-04,heat_wave,low,0.16,low,23,20.6,0.0,resolved
613,34,2022-09-17,vector_borne_disease,low,0.388,low,105,15.2,0.415,monitored
614,34,2023-07-03,vector_borne_disease,low,0.157,low,27,25.2,0.0,resolved
615,34,2023-07-20,vector_borne_disease,low,0.182,low,46,15.2,0.0,resolved
616,34,2023-08-02,vector_borne_disease,low,0.259,low,35,14.3,0.15,resolved
617,34,2023-11-04,heat_wave,low,0.366,low,46,29.0,0.334,monitored
618,34,2023-12-10,heat_wave,low,0.364,low,54,18.1,0.349,monitored
619,34,2023-12-21,heat_wave,low,0.343,low,90,36.4,0.264,resolved
620,34,2024-10-13,vector_borne_disease,low,0.252,low,72,26.2,0.172,active
621,35,2020-05-29,heat_wave,low,0.149,low,22,8.4,0.0,resolved
622,35,2020-08-24,vector_borne_disease,low,0.166,low,31,17.5,0.0,monitored
623,35,2020-10-03,vector_borne_disease,low,0.263,low,19,16.4,0.172,resolved
624,35,2020-10-24,vector_borne_disease,low,0.262,low,21,19.0,0.166,resolved
625,35,2021-08-26,vector_borne_disease,low,0.177,low,30,16.7,0.039,resolved
626,35,2021-10-08,vector_borne_disease,low,0.317,low,47,18.0,0.281,resolved
627,35,2021-11-02,heat_wave,low,0.298,low,44,11.0,0.254,resolved
628,35,2021-11-26,heat_wave,low,0.386,low,70,24.2,0.362,resolved
629,35,2022-03-07,heat_wave,low,0.157,low,12,19.6,0.0,resolved
630,35,2022-11-11,heat_wave,low,0.276,low,52,23.8,0.181,resolved
631,35,2022-12-13,heat_wave,low,0.325,low,61,25.1,0.265,resolved
632,35,2022-12-20,heat_wave,low,0.218,low,41,19.0,0.105,resolved
633,35,2023-05-29,heat_wave,low,0.137,low,10,23.7,0.0,monitored
634,35,2023-10-18,vector_borne_disease,low,0.314,low,26,18.0,0.266,resolved
635,35,2023-11-09,heat_wave,low,0.389,low,75,27.5,0.353,monitored
636,35,2024-01-16,heat_wave,low,0.265,low,34,29.2,0.174,monitored
637,35,2024-06-09,heat_wave,low,0.153,low,14,16.5,0.0,resolved
638,35,2024-07-26,vector_borne_disease,low,0.165,low,22,18.7,0.0,resolved
639,35,2024-09-22,vector_borne_disease,low,0.297,low,48,20.3,0.233,resolved
640,35,2024-12-17,heat_wave,low,0.265,low,29,18.4,0.179,active
641,36,2020-01-02,heat_wave,low,0.188,low,19,14.1,0.115,monitored
642,36,2020-02-07,heat_wave,low,0.106,low,9,24.9,0.0,resolved
643,36,2020-02-23,heat_wave,low,0.11,low,19,18.8,0.0,resolved
644,36,2020-04-17,heat_wave,low,0.096,low,17,19.2,0.0,resolved
645,36,2020-10-10,vector_borne_disease,low,0.283,low,39,9.5,0.299,resolved
646,36,2020-12-04,heat_wave,low,0.185,low,22,23.6,0.101,resolved
647,36,2021-01-04,heat_wave,low,0.137,low,19,9.3,0.0,resolved
648,36,2021-08-18,vector_borne_disease,low,0.234,low,35,1.0,0.18,resolved
649,36,2021-09-10,vector_borne_disease,low,0.167,low,28,12.1,0.08,resolved
650,36,2022-01-24,heat_wave,low,0.127,low,23,12.6,0.0,monitored
651,36,2023-03-20,heat_wave,low,0.124,low,21,36.1,0.0,monitored
652,36,2023-07-13,vector_borne_disease,low,0.127,low,15,11.3,0.0,resolved
653,36,2024-07-29,vector_borne_disease,low,0.149,low,13,15.7,0.05,resolved
654,36,2024-11-27,heat_wave,low,0.217,low,16,36.4,0.128,active
655,36,2024-12-09,heat_wave,low,0.257,low,37,31.1,0.249,active
656,37,2020-10-02,vector_borne_disease,low,0.252,low,18,22.7,0.163,resolved
657,37,2020-11-20,heat_wave,low,0.214,low,32,14.8,0.117,resolved
658,37,2021-06-06,heat_wave,low,0.114,low,20,19.8,0.0,resolved
659,37,2021-09-02,vector_borne_disease,low,0.138,low,12,16.7,0.0,resolved
660,37,2021-09-14,vector_borne_disease,low,0.191,low,21,32.3,0.083,resolved
661,37,2021-11-05,heat_wave,low,0.248,low,16,18.2,0.186,resolved
662,37,2022-04-09,heat_wave,low,0.144,low,11,3.6,0.0,resolved
663,37,2022-09-07,vector_borne_disease,low,0.201,low,17,5.4,0.119,monitored
664,37,2022-09-26,vector_borne_disease,low,0.234,low,23,17.2,0.149,resolved
665,37,2022-10-21,vector_borne_disease,low,0.28,low,31,9.4,0.237,resolved
666,37,2022-12-03,heat_wave,low,0.261,low,43,11.8,0.195,resolved
667,37,2023-01-17,heat_wave,low,0.123,low,20,10.7,0.0,resolved
